tournament,surface,level,federation
MST ATP Challenger International - Burnie 2007 ,HARD ,challeger ,ATP
"Davis Cup, Group 1, 1R, CAN-COL 5-0 2007 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, GEO-POR 3-2 2007 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, ISR-LUX 5-0 2007 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, JPN-CHN 4-1 2007 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, KOR-KAZ 5-0 2007 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, PER-VEN 3-2 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, TPE-THA 3-2 2007 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, UZB-IND 4-1 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, DOM-ESA 4-1 2007 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, ECU-AHO 5-0 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, INA-HKG 3-2 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, IRI-KUW 4-1 2007 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, NZL-POC 5-0 2007 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, PAR-CUB 4-0 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, PHI-PAK 4-1 2007 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, URU-JAM 5-0 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, 1R, AUT-ARG 1-4 2007 ",CARPET ,DAVIS ,ITF
"Davis Cup, World Group, 1R, BEL-AUS 3-2 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, 1R, BLR-SWE 2-3 2007 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, 1R, CHI-RUS 2-3 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, 1R, CZE-USA 1-4 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, 1R, FRA-ROU 4-1 2007 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, 1R, GER-CRO 3-2 2007 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, 1R, SUI-ESP 2-3 2007 ",CARPET ,DAVIS ,ITF
Brasil Open - Costa do Sauipe 2007 ,CLAY ,atp ,ATP
Open 13 - Marseille 2007 ,I. HARD ,atp ,ATP
SAP Open - San Jose 2007 ,I. HARD ,atp ,ATP
"Freeman Men's $50,000 Challenger - Joplin 2007 ",I. HARD ,challeger ,ATP
ABN/AMRO World Tennis Tournament - Rotterdam 2007 ,I. HARD ,atp ,ATP
Copa Telmex - Buenos Aires 2007 ,CLAY ,atp ,ATP
Internationaux de Doubs Open de Franchie-Comte - Besancon 2007 ,I. HARD ,atp ,ATP
Regions Morgan Keegan Championships - Memphis 2007 ,I. HARD ,atp ,ATP
Abierto Mexicano Telcel - Acapulco 2007 ,CLAY ,atp ,ATP
The Dubai Tennis Championships - Dubai 2007 ,HARD ,atp ,ATP
The Tennis Channel Open - Las Vegas 2007 ,HARD ,atp ,ATP
4th Volkswagen Challenger - Wolfsburg 2007 ,CARPET ,challeger ,ATP
Challenger DCN de Cherbourg - Cherbourg 2007 ,I. HARD ,challeger ,ATP
Pacific Life Open - Indian Wells 2007 ,HARD ,atp ,ATP
Shimadzu All Japan Indoor Tennis Championships - Kyoto 2007 ,CARPET ,atp ,ATP
XII Abierto Internacional de Salinas - Salinas 2007 ,HARD ,atp ,ATP
Bancolombia Open - Bogota 2007 ,CLAY ,atp ,ATP
BH Telecom Sarajevo 2007 - Sarajevo 2007 ,I. HARD ,atp ,ATP
Samsung Challenger 2007 - Ho Chi Minh City 2007 ,HARD ,challeger ,ATP
BMW Tennis Championship - Sunrise 2007 ,HARD ,atp ,ATP
Sony Ericsson Open - Miami 2007 ,HARD ,atp ,ATP
XI Torneo Internazionale di Tennis - Barletta 2007 ,CLAY ,atp ,ATP
Morocco Tennis Tour - Rabat 2007 ,CLAY ,atp ,ATP
Morocco Tennis Tour - Fes 2007 ,CLAY ,atp ,ATP
Tennis Napoli Cup 2007 - Napoli 2007 ,CLAY ,atp ,ATP
Voit Mexico City Open - Mexico City 2007 ,CLAY ,atp ,ATP
Open Prevadies - St. Brieuc 2007 ,CLAY ,atp ,ATP
Mitsubishi Electric Europe Cup - Monza 2007 ,CLAY ,atp ,ATP
San Luis Potosi Challenger 2007 - San Luis Potosi 2007 ,CLAY ,challeger ,ATP
USTA Tallahassee Tennis Challenger - Tallahassee 2007 ,HARD ,challeger ,ATP
River Oaks International Tennis Tournament - Houston 2007 ,CLAY ,atp ,ATP
"Davis Cup, Group 1, 2R, BRA-CAN 3-1 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, GBR-NED 4-1 2007 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, ISR-ITA 3-2 2007 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, JPN-THA 5-0 2007 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, KOR-UZB 5-0 2007 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, MKD-SVK 0-5 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, PER-MEX 3-2 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 1, 2R, SRB-GEO 5-0 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 1, PO, IND-KAZ 3-2 2007 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group 1, PO, TPE-CHN 3-2 2007 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, FIN-CYP 3-2 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, GRE-UKR 3-2 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, HUN-NOR 4-1 2007 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, LAT-BUL 4-1 2007 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, MAR-DEN 4-1 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, MON-ALG 5-0 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, NGR-POL 0-4 2007 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 1R, SLO-EST 3-2 2007 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, KUW-INA 4-1 2007 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, PAR-DOM 3-1 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, PHI-NZL 4-1 2007 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, URU-ECU 5-0 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, PO, AHO-JAM 5-0 2007 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 2, PO, ESA-CUB 4-1 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, PO, IRI-HKG 2-3 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, PO, PAK-POC 2-3 2007 ",HARD ,DAVIS ,ITF
"Davis Cup, World Group, QF, BEL-GER 2-3 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QF, RUS-FRA 3-2 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QF, SWE-ARG 4-1 2007 ",CARPET ,DAVIS ,ITF
"Davis Cup, World Group, QF, USA-ESP 4-1 2007 ",I. HARD ,DAVIS ,ITF
Open de la Comunidad Valenciana - Valencia 2007 ,CLAY ,atp ,ATP
U.S. Men's Clay Court Championships - Houston 2007 ,CLAY ,atp ,ATP
2007 Challenger of Santa Clara - Valencia 2007 ,HARD ,challeger ,ATP
Challenger Casablanca San Angel - Mexico City 2007 ,HARD ,challeger ,ATP
Morocco Tennis Tour - Casablanca 2007 ,CLAY ,atp ,ATP
Unicredit (Suisse) Bank S.A. Challenger - Chiasso 2007 ,CLAY ,challeger ,ATP
Masters Series Monte-Carlo - Monte Carlo 2007 ,CLAY ,atp ,ATP
LTA Cardiff Challenger - Cardiff 2007 ,I. HARD ,challeger ,ATP
Morocco Tennis Tour - Marrakech 2007 ,CLAY ,atp ,ATP
XL Bermuda Open - Bermuda 2007 ,CLAY ,atp ,ATP
Grand Prix Hassan II - Casablanca 2007 ,CLAY ,atp ,ATP
Open Seat Godo 2007 - Barcelona 2007 ,CLAY ,atp ,ATP
Aberto de Santa Catarina de Tenis - Florianopolis 2007 ,CLAY ,atp ,ATP
BMW Open - Munich 2007 ,CLAY ,atp ,ATP
Estoril Open - Estoril 2007 ,CLAY ,atp ,ATP
II Naples ITG Challenger - Naples 2007 ,CLAY ,challeger ,ATP
Isla de Lanzarote - Lanzarote 2007 ,HARD ,atp ,ATP
Prosperita Open 2007 - Ostrava 2007 ,CLAY ,atp ,ATP
Roma Challenger 2007 - Rome 2007 ,CLAY ,challeger ,ATP
Tunis Open 2007 - Tunis 2007 ,CLAY ,atp ,ATP
Campionati Internazionali D'Italia - Rome 2007 ,CLAY ,atp ,ATP
Croatia Osiguranje Rijeka Open - Rijeka 2007 ,CLAY ,atp ,ATP
Isla de Gran Canaria - Mas Palomas 2007 ,CLAY ,atp ,ATP
Ostdeutscher Sparkessen Cup - Dresden 2007 ,CLAY ,atp ,ATP
The 'Fitz' Casino Challenger - Tunica 2007 ,CLAY ,challeger ,ATP
ECU Prague Open - Prague 2007 ,CLAY ,atp ,ATP
Masters Series - Hamburg 2007 ,CLAY ,atp ,ATP
2007 West Side Tennis Club Clay Court Challenger - Forest Hills 2007 ,CLAY ,challeger ,ATP
San Remo Tennis Cup - San Remo 2007 ,CLAY ,atp ,ATP
Unique Zagreb Open - Zagreb 2007 ,CLAY ,atp ,ATP
Hypo Group Tennis International - Portschach 2007 ,CLAY ,atp ,ATP
ARAG World Team Championship - Dusseldorf 2007 ,CLAY ,atp ,ATP
Fergana Challenger - Fergana 2007 ,HARD ,challeger ,ATP
French Open - Paris 2007 ,CLAY ,grandSlam ,GS
Countrywide Classic USTA Challenger - Carson 2007 ,HARD ,challeger ,ATP
Busan Open Challenger Tennis - Busan 2007 ,HARD ,challeger ,ATP
Baden Open - Karlsruhe 2007 ,CLAY ,atp ,ATP
French Open (juniors) 2007 ,CLAY ,grandSlam ,GS
Unicredit Czech Open 2007 - Prostejov 2007 ,CLAY ,atp ,ATP
Memorial Manfredini - Sassuolo 2007 ,CLAY ,atp ,ATP
Schickedanz Open 2007 - Furth 2007 ,CLAY ,atp ,ATP
Sunset Moulding Yuba City Racquet Club Challenger - Yuba City 2007 ,HARD ,challeger ,ATP
The Surbiton Trophy - Surbiton 2007 ,GRASS ,atp ,ATP
Gerry Weber Open - Halle 2007 ,GRASS ,atp ,ATP
The Stella Artois Championships - London 2007 ,GRASS ,atp ,ATP
Astana Challenger - Astana 2007 ,HARD ,challeger ,ATP
Polska Energia Open - Bytom 2007 ,CLAY ,atp ,ATP
Steelers Cup - Kosice 2007 ,CLAY ,atp ,ATP
Challenger Lugano - Lugano 2007 ,CLAY ,challeger ,ATP
Ordina Open - 's-Hertogenbosch 2007 ,GRASS ,atp ,ATP
Red Letter Days Open - Nottingham 2007 ,GRASS ,atp ,ATP
Almaty Challenger 1 - Almaty 2007 ,CLAY ,challeger ,ATP
La Rinascente Tennis Cup Harbour Club Milano - Milan 2007 ,CLAY ,atp ,ATP
Nord LB Open 2007 - Braunschweig 2007 ,CLAY ,atp ,ATP
Wimbledon - London 2007 ,GRASS ,grandSlam ,GS
Almaty Challenger 2 - Almaty 2007 ,CLAY ,challeger ,ATP
Arpa Ceramic Cup - Reggio Emilia 2007 ,CLAY ,atp ,ATP
Mamaia Challenger - Constanta 2007 ,CLAY ,challeger ,ATP
2007 Nielsen Pro Tennis Championship - Winnetka 2007 ,HARD ,atp ,ATP
Dublin Challenger - Dublin 2007 ,CARPET ,challeger ,ATP
Ciudad de Pozoblanco Open Diputacion - Cordoba 2007 ,HARD ,atp ,ATP
Open de Montauban - Montauban 2007 ,CLAY ,atp ,ATP
Sporting Challenger '07 Trofeo Regione Piemonte - Turin 2007 ,CLAY ,challeger ,ATP
Wimbledon (juniors) 2007 ,GRASS ,grandSlam ,GS
Allianz Suisse Open - Gstaad 2007 ,CLAY ,atp ,ATP
Campbell's Hall of Fame Tennis Championships - Newport 2007 ,GRASS ,atp ,ATP
Synsam Swedish Open - Bastad 2007 ,CLAY ,atp ,ATP
Seguros Bolivar Open - Bogota 2007 ,CLAY ,atp ,ATP
Siemens Open 2007 - Scheveningen 2007 ,CLAY ,atp ,ATP
Trofeo Sisma Mantova - Mantova 2007 ,CLAY ,atp ,ATP
Oberstaufen Cup - Oberstaufen 2007 ,CLAY ,atp ,ATP
Countrywide Classic - Los Angeles 2007 ,HARD ,atp ,ATP
Dutch Open Tennis - Amersfoort 2007 ,CLAY ,atp ,ATP
Mercedes Cup - Stuttgart 2007 ,CLAY ,atp ,ATP
Challenger ATP de Cuenca Diario El Mercurio - Cuenca 2007 ,CLAY ,challeger ,ATP
Riviera di Rimini Challenger - Rimini 2007 ,CLAY ,challeger ,ATP
The Comercia Challenger - Aptos 2007 ,HARD ,challeger ,ATP
Togliatti Cup - Togliatti 2007 ,HARD ,atp ,ATP
The LTA Hester Trophy - Manchester 2007 ,GRASS ,atp ,ATP
"Davis Cup, Group 1, PO, ITA-LUX 4-1 2007 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 1, PO, MEX-VEN 5-0 2007 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, FIN-LAT 2-3 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, GRE-POL 0-5 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, HUN-MON 1-4 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, 2R, SLO-MAR 2-3 2007 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 2, PO, CYP-BUL 4-1 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 2, PO, DEN-EST 3-0 2007 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 2, PO, NGR-UKR 0-5 2007 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 2, PO, NOR-ALG 1-4 2007 ",HARD ,DAVIS ,ITF
Croatia Open - Umag 2007 ,CLAY ,atp ,ATP
Generali Open - Kitzbuhel 2007 ,CLAY ,atp ,ATP
RCA Championships - Indianapolis 2007 ,HARD ,atp ,ATP
Challenger Natrel Presented by National Bank - Granby 2007 ,HARD ,challeger ,ATP
Fifth Third Bank Tennis Championships - Lexington 2007 ,HARD ,atp ,ATP
Guzzini Challenger - Recanati 2007 ,HARD ,challeger ,ATP
LTA Nottingham Challenger - Nottingham 2007 ,GRASS ,challeger ,ATP
Penza Cup - Penza 2007 ,HARD ,atp ,ATP
Porsche Open - Poznan 2007 ,CLAY ,atp ,ATP
Legg Mason Tennis Classic - Washington 2007 ,HARD ,atp ,ATP
Orange Prokom Open - Sopot 2007 ,CLAY ,atp ,ATP
9Â° Trani Cup - Trani 2007 ,CLAY ,atp ,ATP
Aamulehti Tampere Opene - Tampere 2007 ,CLAY ,atp ,ATP
BH Tennis Open - Belo Horizonte 2007 ,HARD ,atp ,ATP
Odlum Brown Vancouver Open - Vancouver 2007 ,HARD ,atp ,ATP
Open Castilla y Leon - Segovia 2007 ,HARD ,atp ,ATP
Timisoara Challenger - Timisoara 2007 ,CLAY ,challeger ,ATP
Mordova Cup 2007 - Saransk 2007 ,CLAY ,atp ,ATP
Rogers Masters - Montreal 2007 ,HARD ,atp ,ATP
Samarkand Challenger - Samarkand 2007 ,CLAY ,challeger ,ATP
Akbank Private Banking TED Open - Istanbul 2007 ,HARD ,atp ,ATP
Credicard Citi Mastercard Tennis Cup 2007 - Campos do Jordao 2007 ,HARD ,atp ,ATP
Levene Gouldin & Thompson Tennis Challenger - Binghamton 2007 ,HARD ,challeger ,ATP
LXVII Concursu Internacional de Vigo - Vigo 2007 ,CLAY ,atp ,ATP
San Marino Cepu Open - San Marino 2007 ,CLAY ,atp ,ATP
Western & Southern Financial Group Masters - Cincinnati 2007 ,HARD ,atp ,ATP
's Tennis Masters 07 Challenger - Graz 2007 ,CLAY ,challeger ,ATP
Bukhara Challenger - Bukhara 2007 ,HARD ,challeger ,ATP
GHI Bronz Classic - Bronx 2007 ,HARD ,atp ,ATP
IV Manta Open - Manta 2007 ,HARD ,atp ,ATP
Kos-Zucchetti Tennis Cup - Cordenons 2007 ,CLAY ,atp ,ATP
Pilot Pen Tennis - New Haven 2007 ,HARD ,atp ,ATP
Geneva Challenger - Geneva 2007 ,CLAY ,challeger ,ATP
Karshi Challenger - Karshi 2007 ,HARD ,challeger ,ATP
XXXIV Edizione 'A. Savoldi-Marco Co.' Trofeo Dimmidisi - Manerbio 2007 ,CLAY ,atp ,ATP
U.S. Open - New York 2007 ,HARD ,grandSlam ,GS
Black Forest Open - Freudenstadt 2007 ,CLAY ,atp ,ATP
Citta di Como - Como 2007 ,CLAY ,atp ,ATP
UTC Open by Selena - Cherkassy 2007 ,CLAY ,atp ,ATP
U.S. Open (juniors) 2007 ,HARD ,grandSlam ,GS
Alexander Kolyaskin Memorial - Donetsk 2007 ,HARD ,atp ,ATP
Brasov Challenger - Brasov 2007 ,CLAY ,challeger ,ATP
Dusseldorf Open Challenger 2007 - Dusseldorf 2007 ,CLAY ,challeger ,ATP
Genova Open Challenger - Genova 2007 ,CLAY ,challeger ,ATP
Tean International - Alphen 2007 ,CLAY ,atp ,ATP
BCR Open Romania - Bucharest 2007 ,CLAY ,atp ,ATP
China Open - Beijing 2007 ,HARD ,atp ,ATP
Bruno & Bruno Trial Lawyers Men's Challenger - New Orleans 2007 ,HARD ,challeger ,ATP
Copa Sevilla 2007 - Seville 2007 ,CLAY ,atp ,ATP
Internazionali di Tennis Dell'Umbria - Todi 2007 ,CLAY ,atp ,ATP
Ljubljana Open - Ljubljana 2007 ,CLAY ,atp ,ATP
Open D'Orleans - Orleans 2007 ,I. HARD ,atp ,ATP
Banjaluka Challenger 2007 - Banja Luka 2007 ,CLAY ,challeger ,ATP
Lubbock Challenger - Lubbock 2007 ,HARD ,challeger ,ATP
Pekao Open - Szczecin 2007 ,CLAY ,atp ,ATP
"Davis Cup, World Group, PO, ISR-CHI 3-2 2007 ",HARD ,DAVIS ,ITF
"Davis Cup, World Group, PO, AUT-BRA 4-1 2007 ",CARPET ,DAVIS ,ITF
"Davis Cup, World Group, PO, CZE-SUI 3-2 2007 ",CARPET ,DAVIS ,ITF
"Davis Cup, World Group, PO, GBR-CRO 4-1 2007 ",GRASS ,DAVIS ,ITF
"Davis Cup, World Group, PO, JPN-ROU 2-3 2007 ",CARPET ,DAVIS ,ITF
"Davis Cup, World Group, PO, PER-BLR 4-1 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, PO, SRB-AUS 4-1 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, PO, SVK-KOR 2-3 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, SF, RUS-GER 3-2 2007 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, SF, SWE-USA 1-4 2007 ",CARPET ,DAVIS ,ITF
Thailand Open - Bangkok 2007 ,I. HARD ,atp ,ATP
Mumbai Open - Mumbai 2007 ,HARD ,atp ,ATP
ATP Challenger Trophy 2007 - Trnava 2007 ,CLAY ,challeger ,ATP
Ipsos Bucharest Challenger - Bucharest 2007 ,CLAY ,challeger ,ATP
Oklahoma Challenger - Tulsa 2007 ,HARD ,challeger ,ATP
Open des Alpes Trophee BNP Paribas - Grenoble 2007 ,I. HARD ,atp ,ATP
Posillipo Tennis Cup - Napoli 2007 ,CLAY ,atp ,ATP
AIG Japan Open Tennis Championships - Tokyo 2007 ,HARD ,atp ,ATP
Open de Moselle - Metz 2007 ,I. HARD ,atp ,ATP
Ethias Trophy - Mons 2007 ,I. HARD ,atp ,ATP
Open Costa Daurada - Tarragona 2007 ,CLAY ,atp ,ATP
Seguros Bolivar Open - Medellin 2007 ,CLAY ,atp ,ATP
ATP Kremlin Cup - Moscow 2007 ,I. HARD ,atp ,ATP
BA-CA Tennis Trophy - Vienna 2007 ,I. HARD ,atp ,ATP
Stockholm Open - Stockholm 2007 ,I. HARD ,atp ,ATP
Open de Rennes La Trinitaine - Rennes 2007 ,I. HARD ,atp ,ATP
Swanston Challenger - Sacramento 2007 ,HARD ,challeger ,ATP
XIII Trofeo Ciudad de Quito - Quito 2007 ,CLAY ,atp ,ATP
Tennis Masters Series - Madrid 2007 ,I. HARD ,atp ,ATP
Challenger 42 - Andrezieux 2007 ,I. HARD ,challeger ,ATP
Copa Petrobras Colombia - Bogota 2007 ,CLAY ,atp ,ATP
Kobstaedernes ATP Challenger - Kolding 2007 ,I. HARD ,challeger ,ATP
Pro Challenger at Calabasas - Calabasas 2007 ,HARD ,challeger ,ATP
Davidoff Swiss Indoors - Basel 2007 ,CARPET ,atp ,ATP
Grand Prix de Tennis de Lyon - Lyon 2007 ,CARPET ,atp ,ATP
St. Petersburg Open - St. Petersburg 2007 ,CARPET ,atp ,ATP
Challenger Banque Nationale Rimouski - Rimouski 2007 ,CARPET ,challeger ,ATP
Copa Petrobras Brazil - Belo Horizonte 2007 ,CLAY ,atp ,ATP
The Tarka Challenger - Barnstaple 2007 ,I. HARD ,challeger ,ATP
Samsung Securities Cup - Seoul 2007 ,HARD ,atp ,ATP
BNP Paribas Masters - Paris 2007 ,CARPET ,atp ,ATP
Copa Petrobras Uruguay - Montevideo 2007 ,CLAY ,atp ,ATP
Flea Market Cup - Busan 2007 ,HARD ,atp ,ATP
Ford Tennis Championships - Louisville 2007 ,I. HARD ,atp ,ATP
Lambertz Open by Stawag 2007 - Aachen 2007 ,CARPET ,atp ,ATP
Bauer Watertechnology Cup 2007 - Eckental 2007 ,CARPET ,atp ,ATP
Challenger Ciudad de Guayaquil - Guayaquil 2007 ,CLAY ,challeger ,ATP
Challenger Tunisie - Tunis 2007 ,HARD ,challeger ,ATP
Copa Petrobras Paraguay - Asuncion 2007 ,CLAY ,atp ,ATP
Music City Challenger - Nashville 2007 ,I. HARD ,challeger ,ATP
Tatra Banka Slovak Open - Bratislava 2007 ,I. HARD ,atp ,ATP
Tennis Masters Cup - Shanghai 2007 ,CARPET ,atp ,ATP
Copa Petrobras Argentina - Buenos Aires 2007 ,CLAY ,atp ,ATP
IPP Open - Helsinki 2007 ,I. HARD ,atp ,ATP
JSM Challenger - Champaign 2007 ,I. HARD ,challeger ,ATP
PEOPLEnet Cup - Dnepropetrovsk 2007 ,I. HARD ,atp ,ATP
Taiwan Challenger - Kaohsiung 2007 ,I. HARD ,challeger ,ATP
2007 Knoxville Challenger - Knoxville 2007 ,I. HARD ,challeger ,ATP
Caloundra ATP Challenger - Caloundra 2007 ,HARD ,challeger ,ATP
Challenger Britania Zavaleta - Puebla 2007 ,HARD ,challeger ,ATP
Keio Challenger International Tennis Tournament - Yokohama 2007 ,HARD ,challeger ,ATP
Lima Challenger 2007 - Lima 2007 ,CLAY ,challeger ,ATP
LTA Shrewsbury Challenger - Shrewsbury 2007 ,I. HARD ,challeger ,ATP
Malaysian Open - Kuala Lumpur 2007 ,CARPET ,atp ,ATP
Club Coop's ATP Challenger International - Brisbane 2007 ,HARD ,challeger ,ATP
Delhi Challenger I - New Delhi 2007 ,HARD ,challeger ,ATP
"Davis Cup, World Group, F, USA-RUS 4-1 2007 ",I. HARD ,DAVIS ,ITF
Sail Open - New Delhi 2007 ,HARD ,atp ,ATP
McDonalds ATP Challenger - Burnie 2007 ,HARD ,challeger ,ATP
Qatar Exxon Mobil Open - Doha 2007 ,HARD ,atp ,ATP
Aberto de Sao Paulo - Sao Paulo 2008 ,HARD ,atp ,ATP
Chennai Open - Chennai 2008 ,HARD ,atp ,ATP
Hyundai Hopman Cup - Perth 2008 ,I. HARD ,atp ,ATP
Internationaux de Nouvelle-Caledonie - New Caledonia 2008 ,HARD ,atp ,ATP
Next Generation Adelaide International - Adelaide 2008 ,HARD ,atp ,ATP
Qatar Exxon Mobil Open - Doha 2008 ,HARD ,atp ,ATP
Heineken Open - Auckland 2008 ,HARD ,atp ,ATP
Medibank International - Sydney 2008 ,HARD ,atp ,ATP
AAMI Classic - Kooyong 2008 ,HARD ,atp ,ATP
Australian Open - Melbourne 2008 ,HARD ,grandSlam ,GS
ATP Challenger La Serena - La Serena 2008 ,CLAY ,challeger ,ATP
ITG Miami Challenger - Miami 2008 ,CLAY ,challeger ,ATP
Australian Open (juniors) 2008 ,HARD ,grandSlam ,GS
Heilbronn Open - Heilbronn 2008 ,CARPET ,atp ,ATP
Hilton Waikoloa Village USTA Challenger - Waikoloa 2008 ,HARD ,challeger ,ATP
Movistar Open - Vina del Mar 2008 ,CLAY ,atp ,ATP
2008 China TCL Challenger - Guangzhou 2008 ,HARD ,challeger ,ATP
AT&T Challenger of Dallas - Dallas 2008 ,I. HARD ,challeger ,ATP
KGHM Dialog Polish Indoors - Wroclaw 2008 ,I. HARD ,atp ,ATP
Internazionali di Tennis di Bergamo - Bergamo 2008 ,I. HARD ,atp ,ATP
"Davis Cup, Group 1, 1R, AUS-TPE 4-1 2008 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, CAN-MEX 4-1 2008 ",CARPET ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, COL-URU 3-2 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, IND-UZB 3-2 2008 ",GRASS ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, JPN-PHI 5-0 2008 ",HARD ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, MKD-LAT 4-1 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, SUI-POL 4-1 2008 ",I. HARD ,DAVIS ,ITF
"Davis Cup, Group 1, 1R, THA-KAZ 3-2 2008 ",HARD ,DAVIS ,ITF
"Davis Cup, World Group, 1R, ARG-GBR 4-1 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, 1R, AUT-USA 1-4 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, 1R, CZE-BEL 3-2 2008 ",CARPET ,DAVIS ,ITF
"Davis Cup, World Group, 1R, GER-KOR 3-2 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, 1R, ISR-SWE 2-3 2008 ",HARD ,DAVIS ,ITF
"Davis Cup, World Group, 1R, PER-ESP 0-5 2008 ",CLAY ,DAVIS ,ITF
"Davis Cup, World Group, 1R, ROU-FRA 0-5 2008 ",I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, 1R, RUS-SRB 3-2 2008 ",I. HARD ,DAVIS ,ITF
Brasil Open - Costa do Sauipe 2008 ,CLAY ,atp ,ATP
Delray Beach International Tennis Championships - Delray Beach 2008 ,HARD ,atp ,ATP
Open 13 - Marseille 2008 ,I. HARD ,atp ,ATP
Sony Ericsson Open 2008 - Belgrade 2008 ,CARPET ,atp ,ATP
South African Airways Open - East London 2008 ,HARD ,atp ,ATP
ABN AMRO World Tennis Tournament - Rotterdam 2008 ,I. HARD ,atp ,ATP
Copa Telmex - Buenos Aires 2008 ,CLAY ,atp ,ATP
SAP Open - San Jose 2008 ,I. HARD ,atp ,ATP
