tournament,date,date_real,aName,bName,aSets,bSets,aS1,aS2,aS3,aS4,aS5,bS1,bS2,bS3,bS4,bS5,surface,level,federation
Cordoba Open - Cordoba 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Federico Coria ,Casper Ruud ,2,0,7,6, , , ,5,4, , , ,CLAY ,atp ,ATP
Cordoba Open - Cordoba 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Gianluigi Quinzi ,Andrea Collarini ,2,1,4,6,6, , ,6,4,1, , ,CLAY ,atp ,ATP
Cordoba Open - Cordoba 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Pedro Cachin ,Marco Trungelliti ,2,0,7,6, , , ,5,3, , , ,CLAY ,atp ,ATP
"Davis Cup, World Group, QR, AUS-BIH 4-0 2019 ",02/02/2019 00:00,2019-02-02 00:00:00,Alexei Popyrin ,Nerman Fatic ,2,0,6,7, , , ,1,6, , , ,HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, AUT-CHI 2-3 2019 ",02/02/2019 00:00,2019-02-02 00:00:00,Christian Garin ,Jurij Rodionov ,2,0,6,6, , , ,2,1, , , ,CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QR, AUT-CHI 2-3 2019 ",02/02/2019 00:00,2019-02-02 00:00:00,Nicolas Jarry ,Dennis Novak ,2,1,6,3,7, , ,4,6,6, , ,CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QR, BRA-BEL 1-3 2019 ",02/02/2019 00:00,2019-02-02 00:00:00,Kimmer Coppejans ,Thiago Moura Monteiro ,2,0,6,6, , , ,3,4, , , ,CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QR, CHN-JPN 2-3 2019 ",02/02/2019 00:00,2019-02-02 00:00:00,Taro Daniel ,Zhe Li ,2,1,6,6,6, , ,3,7,3, , ,HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, CHN-JPN 2-3 2019 ",02/02/2019 00:00,2019-02-02 00:00:00,Yoshihito Nishioka ,Yibing Wu ,2,0,6,6, , , ,2,0, , , ,HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, COL-SWE 4-0 2019 ",02/02/2019 00:00,2019-02-02 00:00:00,Alejandro Gonzalez ,Elias Ymer ,2,0,6,6, , , ,3,3, , , ,CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QR, CZE-NED 1-3 2019 ",02/02/2019 00:00,2019-02-02 00:00:00,Robin Haase ,Jiri Lehecka ,2,1,6,2,6, , ,4,6,3, , ,I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, GER-HUN 5-0 2019 ",02/02/2019 00:00,2019-02-02 00:00:00,Philipp Kohlschreiber ,David Szintai ,2,1,6,6,1, , ,7,3,5, , ,I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, GER-HUN 5-0 2019 ",02/02/2019 00:00,2019-02-02 00:00:00,Alexander Zverev ,Gabor Borsos ,2,0,6,6, , , ,3,4, , , ,I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, IND-ITA 1-3 2019 ",02/02/2019 00:00,2019-02-02 00:00:00,Andreas Seppi ,Prajnesh Gunneswaran ,2,0,6,6, , , ,1,4, , , ,GRASS ,DAVIS ,ITF
"Davis Cup, World Group, QR, KAZ-POR 3-1 2019 ",02/02/2019 00:00,2019-02-02 00:00:00,Mikhail Kukushkin ,Joao Sousa ,2,0,6,6, , , ,4,1, , , ,I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, SUI-RUS 1-3 2019 ",02/02/2019 00:00,2019-02-02 00:00:00,Karen Khachanov ,Henri Laaksonen ,2,1,6,7,6, , ,7,6,4, , ,I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, SVK-CAN 2-3 2019 ",02/02/2019 00:00,2019-02-02 00:00:00,Denis Shapovalov ,Martin Klizan ,2,0,7,6, , , ,6,4, , , ,CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QR, SVK-CAN 2-3 2019 ",02/02/2019 00:00,2019-02-02 00:00:00,Felix Auger Aliassime ,Norbert Gombos ,2,0,6,6, , , ,3,4, , , ,CLAY ,DAVIS ,ITF
"Davis Cup, World Group, QR, UZB-SRB 2-3 2019 ",02/02/2019 00:00,2019-02-02 00:00:00,Denis Istomin ,Dusan Lajovic ,2,0,6,6, , , ,3,4, , , ,I. HARD ,DAVIS ,ITF
"Davis Cup, World Group, QR, UZB-SRB 2-3 2019 ",02/02/2019 00:00,2019-02-02 00:00:00,Filip Krajinovic ,Sanjar Fayziev ,2,1,4,6,6, , ,6,3,0, , ,I. HARD ,DAVIS ,ITF
Launceston Challenger 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Lorenzo Giustino ,Luke Saville ,2,1,7,2,7, , ,6,6,5, , ,HARD ,challeger ,ATP
Launceston Challenger 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Lloyd Harris ,Dudi Sela ,2,0,6,6, , , ,3,3, , , ,HARD ,challeger ,ATP
M15 Antalya 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Bruno Sant'Anna ,Nikita Mashtakov ,2,1,4,6,1, , ,6,3,1, , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Nik Razborsek ,Matej Sabanov ,2,0,7,6, , , ,6,3, , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Nik Razborsek ,Luis Gomar Monio ,2,0,6,6, , , ,4,4, , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Matej Sabanov ,Wilson Leite ,2,1,3,6,1, , ,6,4,1, , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Bogdan Ionut Apostol ,Markos Kalovelonis ,1,0,6,3, , , ,1,0, , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Bogdan Ionut Apostol ,Juan Manuel Cerundolo ,2,0,6,6, , , ,3,3, , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Andres Fernandez Canovas ,Isaac Stoute ,2,0,7,6, , , ,5,1, , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Ergi Kirkin ,Saida'Lo Saidkarimov ,2,0,6,7, , , ,2,5, , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Ergi Kirkin ,Bruno Sant'Anna ,2,0,6,6, , , ,3,0, , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Kirill Kivattsev ,Andres Fernandez Canovas ,1,0,3,4, , , ,6,1, , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Kirill Kivattsev ,Bogdan Borza ,2,0,6,6, , , ,4,1, , , ,CLAY ,futures ,ITF
M15 Monastir 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Skander Mansouri ,Orlando Luz ,2,0,6,6, , , ,2,4, , , ,HARD ,futures ,ITF
M15 Monastir 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Corentin Denolly ,Evan Hoyt ,2,0,6,6, , , ,3,3, , , ,HARD ,futures ,ITF
M15 Palmanova 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Oriol Roca Batalla ,Omar Salman ,1,0,2, , , , ,0, , , , ,CLAY ,futures ,ITF
M15 Palmanova 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Hernan Casanova ,Johan Nikles ,2,1,7,2,7, , ,5,6,5, , ,CLAY ,futures ,ITF
M15 Sharm El Sheikh 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Karim Mohamed Maamoun ,Shintaro Imai ,2,0,6,6, , , ,3,2, , , ,HARD ,futures ,ITF
M15 Sharm El Sheikh 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Peter Kobelt ,Arthur Rinderknech ,2,0,6,7, , , ,2,5, , , ,HARD ,futures ,ITF
M25 Weston 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Dmitry Popko ,Joao Souza ,2,0,7,6, , , ,6,2, , , ,CLAY ,futures ,ITF
M25 Weston 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Alejandro Tabilo ,Joao Lucas Reis Da Silva ,2,1,6,3,6, , ,2,6,0, , ,CLAY ,futures ,ITF
Quimper Challenger 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Daniel Evans ,Ugo Humbert ,2,0,6,6, , , ,2,4, , , ,I. HARD ,challeger ,ATP
Quimper Challenger 2019 ,02/02/2019 00:00,2019-02-02 00:00:00,Gregoire Barrere ,Mathias Bourgue ,2,0,6,6, , , ,4,4, , , ,I. HARD ,challeger ,ATP
Cleveland Challenger 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Maxime Cressy ,Mikael Torpegaard ,2,1,6,7,6, , ,7,6,3, , ,I. HARD ,challeger ,ATP
Cordoba Open - Cordoba 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Andrej Martin ,Hugo Dellien ,2,1,7,6,7, , ,6,7,5, , ,CLAY ,atp ,ATP
Cordoba Open - Cordoba 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Alessandro Giannessi ,Paolo Lorenzi ,2,1,6,6,7, , ,7,4,6, , ,CLAY ,atp ,ATP
Cordoba Open - Cordoba 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Facundo Bagnis ,Federico Coria ,2,0,6,6, , , ,4,4, , , ,CLAY ,atp ,ATP
Cordoba Open - Cordoba 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Pedro Cachin ,Gianluigi Quinzi ,2,0,6,7, , , ,3,5, , , ,CLAY ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Sergiy Stakhovsky ,Gabriel Donev ,2,0,6,6, , , ,1,2, , , ,I. HARD ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Daniel Brands ,Kamil Majchrzak ,2,0,6,7, , , ,4,5, , , ,I. HARD ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Franko Skugor ,Salvatore Caruso ,2,1,7,4,6, , ,6,6,3, , ,I. HARD ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Luca Vanni ,Rudolf Molleker ,2,1,6,6,7, , ,2,7,5, , ,I. HARD ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Yannick Maden ,Daniel Gimeno Traver ,2,0,7,6, , , ,5,1, , , ,I. HARD ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Stefano Travaglia ,James Ward ,2,1,3,6,7, , ,6,4,6, , ,I. HARD ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Egor Gerasimov ,Andrea Arnaboldi ,2,0,6,7, , , ,3,6, , , ,I. HARD ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Alexandar Lazarov ,Lukas Lacko ,2,0,7,6, , , ,6,2, , , ,I. HARD ,atp ,ATP
Launceston Challenger 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Lloyd Harris ,Lorenzo Giustino ,2,0,6,6, , , ,2,2, , , ,HARD ,challeger ,ATP
M15 Antalya 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Ergi Kirkin ,Kirill Kivattsev ,2,1,4,7,6, , ,6,5,2, , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Ergi Kirkin ,Nik Razborsek ,1,0,w , , , , , , , , , ,CLAY ,futures ,ITF
M15 Antalya 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Kirill Kivattsev ,Bogdan Ionut Apostol ,2,0,7,7, , , ,6,6, , , ,CLAY ,futures ,ITF
M15 Monastir 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Corentin Denolly ,Skander Mansouri ,2,1,7,3,7, , ,6,6,5, , ,HARD ,futures ,ITF
M15 Palmanova 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Oriol Roca Batalla ,Hernan Casanova ,2,1,7,4,6, , ,6,6,1, , ,CLAY ,futures ,ITF
M15 Sharm El Sheikh 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Karim Mohamed Maamoun ,Peter Kobelt ,2,0,6,7, , , ,1,6, , , ,HARD ,futures ,ITF
M25 Weston 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Dmitry Popko ,Alejandro Tabilo ,2,0,6,6, , , ,2,3, , , ,CLAY ,futures ,ITF
Open Sud de France - Montpellier 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Nicolas Mahut ,Richard Berankis ,2,0,6,6, , , ,2,3, , , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Adrian Menendez Maceiras ,Benjamin Bonzi ,2,0,7,6, , , ,5,3, , , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Marcos Baghdatis ,Antoine Cornut Chauvinc ,2,1,3,6,6, , ,6,4,4, , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Matthias Bachinger ,Jonathan Eysseric ,2,0,6,6, , , ,4,1, , , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Ruben Bemelmans ,Matteo Donati ,2,0,7,6, , , ,6,3, , , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Alexey Vatutin ,Constant Lestienne ,2,1,6,3,6, , ,4,6,1, , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Quentin Halys ,Kenny de Schepper ,2,1,6,3,6, , ,4,6,0, , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Antoine Hoang ,Sergio Gutierrez Ferrol ,2,0,6,6, , , ,2,0, , , ,I. HARD ,atp ,ATP
Quimper Challenger 2019 ,03/02/2019 00:00,2019-02-03 00:00:00,Gregoire Barrere ,Daniel Evans ,2,1,4,6,6, , ,6,2,3, , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Steven Diez ,Andres Artunedo Martinavarr ,2,0,6,6, , , ,4,3, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,David Szintai ,Alessandro Bega ,2,1,5,6,7, , ,7,4,6, , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Baptiste Crepatte ,Tak Khunn Wang ,2,0,6,7, , , ,3,5, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Alex Molcan ,Peter Heller ,2,1,5,7,7, , ,7,5,6, , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Alexandre Muller ,Hugo Grenier ,2,0,6,6, , , ,2,4, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Sadio Doumbia ,Elliot Benchetrit ,2,0,7,6, , , ,5,0, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Bernabe Zapata Miralles ,Marc Andrea Huesler ,2,0,6,6, , , ,1,3, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Scott Griekspoor ,Daniel Masur ,2,1,6,3,6, , ,2,6,4, , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Lucas Miedler ,Gabor Borsos ,2,0,6,6, , , ,1,4, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Viktor Durasovic ,Nino Serdarusic ,2,0,6,6, , , ,2,2, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Zsombor Piros ,Michal Przysiezny ,2,0,6,6, , , ,2,4, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Roberto Marcora ,Peter Nagy ,2,0,6,6, , , ,2,1, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Pavel Kotov ,Matteo Viola ,2,1,1,6,6, , ,6,4,3, , ,I. HARD ,challeger ,ATP
Chennai Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Alexander Zhurbin ,Sidharth Rawat ,2,1,3,7,6, , ,6,5,3, , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Kaito Uesugi ,Dhakshineswar Suresh ,2,0,6,6, , , ,1,3, , , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Arjun Kadhe ,Ivan Nedelko ,2,0,6,6, , , ,4,1, , , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Daniel Altmaier ,Daniel Nguyen ,2,0,6,6, , , ,3,2, , , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Renta Tokuda ,Abhinav Sanjeev Shanmugam ,2,0,6,6, , , ,3,4, , , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Andrea Pellegrino ,Jose Statham ,2,0,6,6, , , ,4,4, , , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Blake Ellis ,Siddharth Vishwakarma ,2,0,6,6, , , ,2,2, , , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Sebastian Fanselow ,Tung Lin Wu ,2,0,6,7, , , ,4,5, , , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Antoine Escoffier ,Evgeny Tyurnev ,2,0,6,6, , , ,2,2, , , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,N. Vijay Sundar Prashanth ,Carlos Boluda Purkiss ,2,1,6,2,6, , ,2,6,2, , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Nam Hoang Ly ,Bradley Mousley ,2,1,6,6,6, , ,7,1,3, , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Andrew Harris ,Aleksandar Vukic ,2,0,6,6, , , ,4,4, , , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Sumit Nagal ,David Perez Sanz ,2,0,6,6, , , ,3,2, , , ,HARD ,challeger ,ATP
Cordoba Open - Cordoba 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Lorenzo Sonego ,Pablo Andujar ,2,0,6,6, , , ,3,2, , , ,CLAY ,atp ,ATP
Cordoba Open - Cordoba 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Aljaz Bedene ,Maximilian Marterer ,2,0,6,6, , , ,3,4, , , ,CLAY ,atp ,ATP
Cordoba Open - Cordoba 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Pedro Cachin ,Cameron Norrie ,2,0,6,6, , , ,4,4, , , ,CLAY ,atp ,ATP
Cordoba Open - Cordoba 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Guido Pella ,Paolo Lorenzi ,2,0,6,6, , , ,1,3, , , ,CLAY ,atp ,ATP
Dallas Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Gijs Brouwer ,Martin Redlicki ,2,0,6,6, , , ,3,4, , , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Maxime Cressy ,Emilio Gomez ,2,0,6,7, , , ,3,6, , , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Evgeny Karlovskiy ,Harrison Adams ,2,0,6,7, , , ,3,5, , , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Liam Broady ,Joao Souza ,2,1,4,7,6, , ,6,6,2, , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Vincent Millot ,William Blumberg ,2,0,6,7, , , ,4,5, , , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Evan King ,Evan Song ,2,0,6,6, , , ,4,4, , , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Mario Vilella Martinez ,Alexander Sarkissian ,2,0,6,6, , , ,4,4, , , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Filip Peliwo ,Matias Franco Descotte ,2,1,5,7,6, , ,7,6,3, , ,I. HARD ,challeger ,ATP
Dallas Challenger 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Jared Hiltzik ,Kaichi Uchida ,2,1,6,4,7, , ,2,6,5, , ,I. HARD ,challeger ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Yannick Maden ,Franko Skugor ,2,1,6,4,7, , ,3,6,6, , ,I. HARD ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Stefano Travaglia ,Egor Gerasimov ,2,1,6,4,6, , ,4,6,4, , ,I. HARD ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Daniel Brands ,Sergiy Stakhovsky ,2,0,6,7, , , ,4,6, , , ,I. HARD ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Alexandar Lazarov ,Luca Vanni ,2,1,7,3,7, , ,6,6,5, , ,I. HARD ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Matthew Ebden ,Adrian Andreev ,2,1,6,4,7, , ,3,6,6, , ,I. HARD ,atp ,ATP
DIEMA XTRA Sofia Open - Sofia 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Marius Copil ,Stan Wawrinka ,2,1,3,7,6, , ,6,6,4, , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Nicolas Mahut ,Alexey Vatutin ,2,0,6,6, , , ,4,4, , , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Antoine Hoang ,Adrian Menendez Maceiras ,2,0,7,6, , , ,5,3, , , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Matthias Bachinger ,Ruben Bemelmans ,2,0,6,6, , , ,3,4, , , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Marcos Baghdatis ,Quentin Halys ,2,0,6,6, , , ,2,3, , , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Marcel Granollers ,Ivo Karlovic ,2,1,7,6,7, , ,6,7,6, , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Jo Wilfried Tsonga ,Ugo Humbert ,2,1,3,7,6, , ,6,6,4, , ,I. HARD ,atp ,ATP
Open Sud de France - Montpellier 2019 ,04/02/2019 00:00,2019-02-04 00:00:00,Jeremy Chardy ,Adrian Menendez Maceiras ,2,0,6,6, , , ,1,1, , , ,I. HARD ,atp ,ATP
Budapest Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Uladzimir Ignatik ,Alessandro Bega ,2,0,6,7, , , ,4,5, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Steven Diez ,Riccardo Bonadio ,2,0,6,6, , , ,4,2, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Mathias Bourgue ,Andrea Basso ,2,0,6,7, , , ,3,6, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Norbert Gombos ,Aslan Karatsev ,2,0,7,6, , , ,6,2, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Filippo Baldi ,Alexandre Muller ,2,1,4,6,6, , ,6,3,4, , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Bernabe Zapata Miralles ,Lukas Rosol ,2,0,6,7, , , ,3,5, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Nikola Milojevic ,Scott Griekspoor ,2,1,6,6,6, , ,4,7,4, , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Viktor Galovic ,Sadio Doumbia ,2,0,7,6, , , ,6,2, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Danilo Petrovic ,David Szintai ,2,0,6,6, , , ,3,4, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Maxime Janvier ,Viktor Durasovic ,2,1,7,3,6, , ,6,6,3, , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Filip Horansky ,Lucas Miedler ,2,0,6,7, , , ,2,6, , , ,I. HARD ,challeger ,ATP
Budapest Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Baptiste Crepatte ,Kevin Krawietz ,2,1,5,6,6, , ,7,4,3, , ,I. HARD ,challeger ,ATP
Chennai Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Brydan Klein ,Manish Sureshkumar ,2,0,6,6, , , ,2,3, , , ,HARD ,challeger ,ATP
Chennai Challenger 2019 ,05/02/2019 00:00,2019-02-05 00:00:00,Luke Saville ,Moez Echargui ,2,0,7,6, , , ,6,1, , , ,HARD ,challeger ,ATP
